sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
SR23-01801969,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Mobile Device,2023-10-18 12:23:00,2023-11-08T13:34:45.000,2023-11-08 13:34:45,6101 N PAULINA ST,,,,6101,N,PAULINA,ST,False,False,77,40,3,24,2433,27,12,4,10,1164147.648606928,1940721.899974918,41.992974001,-87.6715695,"{'latitude': '41.99297400094083', 'longitude': '-87.67156950000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L007,,505.1958333333333
SR23-01768650,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-13 12:17:03,2023-10-13T12:32:22.000,2023-10-13 12:17:03,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,12,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01805739,Building Violation,BBA,DOB - Buildings,Completed,Phone Call,2023-10-18 17:21:49,2023-10-19T11:45:42.000,2023-10-19 11:45:35,810 E HYDE PARK BLVD,Chicago,Illinois,60615,810,E,HYDE PARK,BLVD,False,False,39,20,2,02,0223,33,17,4,10,1182603.226210916,1871519.59851946,41.802669001,-87.6058425,"{'latitude': '41.80266900094018', 'longitude': '-87.60584250000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,S033,,18.39611111111111
SR23-01868706,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 13:00:28,2023-10-27T13:31:07.000,2023-10-27 13:00:29,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01941921,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-08 12:41:05,2023-11-08T13:34:06.000,2023-11-08 12:41:05,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01711939,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-04 15:00:58,2023-10-04T15:31:56.000,2023-10-04 15:00:58,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01929214,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Internet,2023-11-06 16:03:27,2023-11-07T08:28:36.000,2023-11-07 08:28:36,5920 N ST LOUIS AVE,Chicago,Illinois,60659,5920,N,ST LOUIS,AVE,False,False,13,39,1,17,1711,18,16,2,11,1151884.36473101,1939229.88042601,41.989131001,-87.716718,"{'latitude': '41.98913100094083', 'longitude': '-87.7167180000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H008,,16.419166666666666
SR23-01761724,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-12 12:36:02,2023-10-12T13:31:03.000,2023-10-12 12:36:03,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01741132,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-09 16:18:48,2023-10-09T16:31:43.000,2023-10-09 16:18:48,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01777024,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15 07:03:06,2023-10-15T07:30:38.000,2023-10-15 07:03:06,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01877755,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-29 11:22:36,2023-10-29T11:31:29.000,2023-10-29 11:22:37,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01784265,Sewer Cave-In Inspection Request,AAD,DWM - Department of Water Management,Completed,Phone Call,2023-10-16 11:18:26,2023-11-27T19:10:15.000,2023-11-27 19:10:15,5459 S RACINE AVE,Chicago,Illinois,60609,5459,S,RACINE,AVE,False,False,61,16,3,09,0934,21,11,2,10,1169272.523070859,1868339.430843268,41.794241476,-87.654823931,"{'latitude': '41.79424147587312', 'longitude': '-87.65482393061951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,N034,,1015.8636111111111
SR23-01908630,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-03 07:40:44,2023-11-03T08:31:33.000,2023-11-03 07:40:45,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,6,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01910743,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-11-03 11:12:25,2023-11-03T11:12:28.000,2023-11-03 11:12:29,4924 N MEADE AVE,Chicago,Illinois,60630,4924,N,MEADE,AVE,False,False,11,45,2,16,1622,23,11,6,11,1134458.195429948,1932541.545623786,41.971104001,-87.7809735,"{'latitude': '41.97110400094077', 'longitude': '-87.78097350000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,A010,,0.0011111111111111111
SR23-01887567,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 07:52:23,2023-10-31T08:31:50.000,2023-10-31 07:52:23,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01895227,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01 09:39:21,2023-11-01T10:30:43.000,2023-11-01 09:39:21,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01846616,Stray Animal Complaint,EAE,Animal Care and Control,Canceled,Internet,2023-10-24 15:19:51,2023-10-25T14:29:13.000,2023-10-25 14:29:13,12301 S PRINCETON AVE,Chicago,Illinois,60628,12301,S,PRINCETON,AVE,False,False,53,9,2,05,0523,3,15,3,10,1176583.888475541,1823313.127416812,41.670522001,-87.629364,"{'latitude': '41.67052200093968', 'longitude': '-87.62936400000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P052,,23.156111111111112
SR23-01895110,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-11-01 09:29:49,2023-11-01T09:31:37.000,2023-11-01 09:31:37,3513 W MADISON ST,Chicago,Illinois,60624,3513,W,MADISON,ST,False,False,27,28,2,11,1123,25,9,4,11,1152870.924971608,1899695.87147248,41.880627001,-87.7141395,"{'latitude': '41.88062700094046', 'longitude': '-87.71413950000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,H023,,0.03
SR23-01843168,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 10:22:27,2023-10-24T10:33:51.000,2023-10-24 10:22:28,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01938925,Alley Pothole Complaint,PHB,CDOT - Department of Transportation,Completed,Internet,2023-11-08 08:39:21,2023-11-29T08:33:28.000,2023-11-29 08:33:28,2325 N LAKEWOOD AVE,Chicago,Illinois,60614,2325,N,LAKEWOOD,AVE,False,False,7,2,1,18,1811,39,8,4,11,1167553.666001241,1915802.025667862,41.924520001,-87.6597615,"{'latitude': '41.92452000094062', 'longitude': '-87.6597615000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M017,,503.90194444444444
SR23-01733904,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08 10:12:46,2023-10-08T10:31:16.000,2023-10-08 10:12:46,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01725307,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-10-06 12:31:32,2023-10-06T12:31:37.000,2023-10-06 12:31:37,3850 W 56TH PL,Chicago,Illinois,60629,3850,W,56TH,PL,False,False,62,23,2,08,0822,33,12,6,10,1151442.633008677,1866883.536737566,41.790613847,-87.720244047,"{'latitude': '41.790613847464684', 'longitude': '-87.7202440472767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G035,,0.001388888888888889
SR23-01827644,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Internet,2023-10-21 14:15:42,2023-11-09T07:38:29.000,2023-11-09 07:38:28,6153 S MONITOR AVE,Chicago,Illinois,60638,6153,S,MONITOR,AVE,False,False,64,13,1,08,0812,1,14,7,10,1138483.001122728,1862933.589800008,41.78001827,-87.767859934,"{'latitude': '41.78001826956072', 'longitude': '-87.7678599339742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B036,,449.37944444444446
SR23-01837011,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-23 12:27:49,2023-10-23T12:27:53.000,2023-10-23 12:27:53,6534 S KEDVALE AVE,Chicago,Illinois,60629,6534,S,KEDVALE,AVE,False,False,65,13,3,08,0833,39,12,2,10,1149755.892299103,1860795.810785243,41.773941001,-87.7265865,"{'latitude': '41.77394100094006', 'longitude': '-87.72658650000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F037,,0.0011111111111111111
SR23-01778003,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15 10:21:39,2023-10-15T10:31:32.000,2023-10-15 10:21:39,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,10,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01931582,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07 08:07:51,2023-11-07T08:31:43.000,2023-11-07 08:07:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,3,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01746944,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-10 13:19:16,2023-10-10T13:19:24.000,2023-10-10 13:19:24,8024 S MARQUETTE AVE,Chicago,Illinois,60617,8024,S,MARQUETTE,AVE,False,False,46,7,2,04,0422,20,13,3,10,1195499.395724494,1852163.373033388,41.749245001,-87.5591865,"{'latitude': '41.74924500093999', 'longitude': '-87.55918650000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,W041,,0.0022222222222222222
SR23-01908770,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03 08:01:33,2023-11-03T08:30:51.000,2023-11-03 08:01:33,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01886442,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 20:05:27,2023-10-30T20:30:51.000,2023-10-30 20:05:28,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,20,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01902954,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 10:49:58,2023-11-02T11:32:04.000,2023-11-02 10:49:58,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01730820,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-10-07 13:20:38,2023-10-26T12:05:28.000,2023-10-26 12:05:28,5455 W WAVELAND AVE,Chicago,Illinois,60641,5455,W,WAVELAND,AVE,False,False,15,30,3,16,1633,16,13,7,10,1139094.793248846,1924029.986176428,41.947664197,-87.764131876,"{'latitude': '41.94766419700888', 'longitude': '-87.76413187580665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C013,,454.7472222222222
SR23-01775315,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-14 17:44:14,2023-10-14T18:30:59.000,2023-10-14 17:44:15,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01888064,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-31 08:55:36,2023-10-31T09:34:22.000,2023-10-31 08:55:36,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,8,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01784669,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Mobile Device,2023-10-16 11:52:03,2023-10-17T14:20:45.000,2023-10-17 14:20:45,5746 W EDDY ST,,,,5746,W,EDDY,ST,False,False,15,30,3,16,1633,17,11,2,10,1137219.819374287,1923094.103565692,41.945130001,-87.7710465,"{'latitude': '41.94513000094065', 'longitude': '-87.7710465000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B014,,26.47833333333333
SR23-01820031,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-20 09:51:02,2023-10-20T10:31:17.000,2023-10-20 09:51:02,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01943496,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-11-08 14:18:16,2023-11-08T14:18:19.000,2023-11-08 14:18:19,587 W HAWTHORNE PL,Chicago,Illinois,60657,587,W,HAWTHORNE,PL,False,False,6,44,2,19,1925,12,14,4,11,1171597.828415416,1922938.262986087,41.944014001,-87.644691,"{'latitude': '41.944014000940676', 'longitude': '-87.6446910000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O014,,0.0008333333333333334
SR23-01928358,Sewer Cleaning Inspection Request,CHECKFOR,DWM - Department of Water Management,Canceled,Phone Call,2023-11-06 14:26:35,2023-11-08T07:37:34.000,2023-11-08 07:37:34,3856 N KENNETH AVE,Chicago,Illinois,60641,3856,N,KENNETH,AVE,False,False,16,30,3,17,1731,6,14,2,11,1145692.282947463,1925496.264421534,41.951565001,-87.7398435,"{'latitude': '41.95156500094071', 'longitude': '-87.7398435000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,E013,,41.183055555555555
SR23-01865326,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 08:05:37,2023-10-27T08:31:56.000,2023-10-27 08:05:37,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01788300,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-16 17:27:51,2023-10-16T17:31:33.000,2023-10-16 17:27:51,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
