,sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
183437,SR23-01922688,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-05 18:37:21,2023-11-05T19:30:59.000,2023-11-05 18:37:21,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,1,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
67392,SR23-01772855,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-14 07:34:33,2023-10-14T08:30:39.000,2023-10-14 07:34:33,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
75930,SR23-01782872,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16 09:32:50,2023-10-16T10:30:41.000,2023-10-16 09:32:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
197206,SR23-01940462,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-11-08 10:54:01,2023-11-08T10:54:07.000,2023-11-08 10:54:07,1800 N MOZART ST,Chicago,Illinois,60647,1800,N,MOZART,ST,False,False,22,26,2,14,1421,1,10,4,11,1157067.425815386,1911904.335945345,41.914044001,-87.6983985,"{'latitude': '41.91404400094055', 'longitude': '-87.6983985000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I018,,0.0016666666666666668
152093,SR23-01883536,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 12:40:26,2023-10-30T13:31:30.000,2023-10-30 12:40:26,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
135508,SR23-01863703,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-26 18:57:59,2023-10-26T19:31:06.000,2023-10-26 18:57:59,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
119958,SR23-01844452,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 12:16:23,2023-10-24T12:32:39.000,2023-10-24 12:16:24,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
89298,SR23-01801642,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18 11:56:40,2023-10-18T12:30:48.000,2023-10-18 11:56:40,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
170980,SR23-01908051,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03 01:06:45,2023-11-03T01:30:39.000,2023-11-03 01:06:45,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,1,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
55246,SR23-01757153,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 18:42:59,2023-10-11T19:30:42.000,2023-10-11 18:42:59,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
143840,SR23-01873710,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-28 11:14:10,2023-10-28T11:31:50.000,2023-10-28 11:14:10,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
35587,SR23-01731885,Nuisance Animal Complaint,EAB,Animal Care and Control,Completed,Phone Call,2023-10-07 17:51:38,2023-10-26T10:40:00.000,2023-10-26 10:40:00,2843 N NATOMA AVE,Chicago,Illinois,60634,2843,N,NATOMA,AVE,False,False,18,36,1,25,2511,19,17,7,10,1131686.697607413,1918358.587797662,41.932233001,-87.7914945,"{'latitude': '41.93223300094064', 'longitude': '-87.79149450000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Z115,,448.80611111111114
59708,SR23-01763168,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-12 14:43:01,2023-10-12T14:43:07.000,2023-10-12 14:43:07,1600 N SPAULDING AVE,Chicago,Illinois,60647,1600,N,SPAULDING,AVE,False,False,23,26,2,14,1422,12,14,5,10,1153883.782454706,1910458.761844769,41.910141297,-87.710133296,"{'latitude': '41.91014129663914', 'longitude': '-87.71013329570047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H018,,0.0016666666666666668
16710,SR23-01707277,Fly Dumping Complaint,SDR,Streets and Sanitation,Completed,Phone Call,2023-10-04 08:16:45,2023-10-12T13:33:29.000,2023-10-12 13:33:29,2756 N MILWAUKEE AVE,Chicago,Illinois,60647,2756,N,MILWAUKEE,AVE,False,False,22,35,1,14,1412,17,8,4,10,1153526.78018661,1918087.022341308,41.931081001,-87.7112415,"{'latitude': '41.931081000940644', 'longitude': '-87.7112415000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,H016,,197.2788888888889
183903,SR23-01923264,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-05 21:11:01,2023-11-05T21:31:06.000,2023-11-05 21:11:01,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,1,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
60078,SR23-01763706,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-12 15:55:34,2023-10-12T16:30:44.000,2023-10-12 15:55:34,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,15,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
105184,SR23-01826580,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Phone Call,2023-10-21 10:41:22,2023-10-23T13:53:59.000,2023-10-23 13:53:59,817 S OAKLEY AVE,Chicago,Illinois,60612,817,S,OAKLEY,AVE,False,False,28,28,2,12,1225,46,10,7,10,1161280.065910563,1896183.100942622,41.870817001,-87.6833595,"{'latitude': '41.870817000940434', 'longitude': '-87.68335950000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,51.210277777777776
160820,SR23-01895046,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Alderman's Office,2023-11-01 09:24:18,2023-11-02T15:12:58.000,2023-11-02 15:12:58,11257 S EWING AVE,Chicago,Illinois,,11257,S,EWING,AVE,False,False,52,10,3,04,0433,10,9,4,11,1202220.950691302,1830647.17862969,41.69003433,-87.535287545,"{'latitude': '41.69003433045711', 'longitude': '-87.53528754515025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,Y049,,29.81111111111111
145975,SR23-01876157,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-28 22:53:50,2023-10-28T23:30:57.000,2023-10-28 22:53:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,22,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
56331,SR23-01758493,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-12 07:22:03,2023-10-12T07:31:30.000,2023-10-12 07:22:03,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
191842,SR23-01933573,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-11-07 11:25:11,2023-11-07T11:25:16.000,2023-11-07 11:25:16,2318 N KARLOV AVE,Chicago,Illinois,60639,2318,N,KARLOV,AVE,False,False,20,35,2,25,2525,18,11,3,11,1148590.164637343,1915198.322204197,41.923251001,-87.7294575,"{'latitude': '41.9232510009406', 'longitude': '-87.7294575000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F017,,0.001388888888888889
120764,SR23-01845426,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-10-24 13:35:27,2023-10-24T13:35:35.000,2023-10-24 13:35:35,4230 S SACRAMENTO AVE,Chicago,Illinois,60632,4230,S,SACRAMENTO,AVE,False,False,58,12,2,09,0921,10,13,3,10,1157048.078225603,1876305.911211897,41.816358582,-87.699435271,"{'latitude': '41.81635858236062', 'longitude': '-87.69943527122803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I031,,0.0022222222222222222
63005,SR23-01767193,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Alderman's Office,2023-10-13 09:54:52,2023-11-03T14:14:32.000,2023-11-03 14:14:32,710 W JUNIOR TER,Chicago,Illinois,60613,710,W,JUNIOR,TER,False,False,3,46,1,19,1915,29,9,6,10,1170636.800923498,1929208.178900635,41.961240001,-87.648039,"{'latitude': '41.96124000094073', 'longitude': '-87.6480390000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,O012,,508.3277777777778
22677,SR23-01715412,Tree Emergency,SEC,Streets and Sanitation,Completed,Phone Call,2023-10-05 08:43:51,2023-10-06T11:27:10.000,2023-10-06 11:27:10,9419 S PLEASANT AVE,Chicago,Illinois,60643,9419,S,PLEASANT,AVE,False,False,72,19,2,22,2221,10,8,5,10,1165488.97258874,1842086.547922122,41.722281001,-87.669441,"{'latitude': '41.722281000939894', 'longitude': '-87.6694410000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,L044,,26.721944444444443
59519,SR23-01762948,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Phone Call,2023-10-12 14:27:52,2023-10-27T12:44:45.000,2023-10-27 12:44:45,6027 N NAVARRE AVE,Chicago,Illinois,60631,6027,N,NAVARRE,AVE,False,False,10,41,1,16,1611,21,14,5,10,1131059.9096993,1939705.85715377,41.990823001,-87.7933035,"{'latitude': '41.990823000940836', 'longitude': '-87.79330350000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,Z107,,358.2813888888889
336,SR23-01686499,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-01 05:21:20,2023-10-01T05:30:37.000,2023-10-01 05:21:20,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,5,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
159445,SR23-01893323,Clean Vacant Lot Request,SCT,Streets and Sanitation,Completed,Mobile Device,2023-10-31 20:34:16,2023-11-06T10:35:05.000,2023-11-06 10:35:05,411 W 105TH ST,,,,411,W,105TH,ST,False,False,49,21,3,22,2233,4,20,3,10,1175379.480720693,1835202.069033951,41.703174001,-87.6334185,"{'latitude': '41.7031740009398', 'longitude': '-87.6334185000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O047,,134.01361111111112
160734,SR23-01894930,Check for Leak,WM3,DWM - Department of Water Management,Completed,Phone Call,2023-11-01 09:13:52,2023-11-01T14:03:06.000,2023-11-01 14:03:06,10204 S SANGAMON ST,Chicago,Illinois,60643,10204,S,SANGAMON,ST,False,False,73,21,3,22,2232,25,9,4,11,1171704.635689494,1837100.954124486,41.708466001,-87.6468195,"{'latitude': '41.70846600093985', 'longitude': '-87.64681950000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DWM - Department of Water Management,N046,,4.820555555555556
133835,SR23-01861594,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 14:15:30,2023-10-26T14:32:53.000,2023-10-26 14:15:30,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
48688,SR23-01748233,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-10 15:01:05,2023-10-10T15:01:14.000,2023-10-10 15:01:14,8800 S INDIANA AVE,Chicago,Illinois,60619,8800,S,INDIANA,AVE,False,False,44,6,3,06,0632,49,15,3,10,1179048.850392917,1846639.06958423,41.734476001,-87.619635,"{'latitude': '41.73447600093992', 'longitude': '-87.61963500000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Q043,,0.0025
50383,SR23-01750521,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 02:27:38,2023-10-11T02:30:49.000,2023-10-11 02:27:38,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,2,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
127657,SR23-01853934,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Open,Internet,2023-10-25 14:23:00,2023-10-25T14:23:01.000,,7116 W NORTH AVE,Chicago,Illinois,,7116,W,NORTH,AVE,False,False,25,29,1,25,2513,9,14,4,10,1128350.494429887,1909834.751881518,41.908899694,-87.803948243,"{'latitude': '41.908899693982384', 'longitude': '-87.80394824302134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Y118,,
35307,SR23-01731521,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07 15:52:14,2023-10-07T16:30:58.000,2023-10-07 15:52:14,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
49559,SR23-01749427,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-10 18:30:34,2023-10-10T19:31:04.000,2023-10-10 18:30:34,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
21983,SR23-01714590,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 06:13:02,2023-10-05T06:30:39.000,2023-10-05 06:13:02,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,6,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
193998,SR23-01936530,Inspect Public Way Request,PBD,CDOT - Department of Transportation,Completed,Phone Call,2023-11-07 16:49:35,2023-11-08T12:25:55.000,2023-11-08 12:25:55,7316 S PERRY AVE,Chicago,Illinois,60621,7316,S,PERRY,AVE,False,False,69,6,3,07,0731,47,16,3,11,1176585.994462865,1856392.395040402,41.761296001,-87.628365,"{'latitude': '41.76129600094004', 'longitude': '-87.6283650000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,P039,,19.605555555555554
157032,SR23-01890073,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-31 12:01:55,2023-10-31T12:02:01.000,2023-10-31 12:02:01,5616 S TROY ST,Chicago,Illinois,60629,5616,S,TROY,ST,False,False,63,14,2,08,0824,5,12,3,10,1156262.184987478,1867116.697413961,41.791158001,-87.7025655,"{'latitude': '41.791158000940136', 'longitude': '-87.7025655000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I035,,0.0016666666666666668
175539,SR23-01913902,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03 16:39:26,2023-11-03T17:31:18.000,2023-11-03 16:39:26,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
